uuid,dir_path,typosquatting_list,3rd_party_hits,domain_length,name_presence,form_presence,number_links,number_empty_links,number_links_domain,latitude,longitude,red_value_screenshot,green_value_screenshot,blue_value_screenshot,red_value_favicon,green_value_favicon,blue_value_favicon,hash_screenshot,hash_favicon,similarius_sim,malicious,company_site
dd8402e2-5ffa-42f8-8518-6e950f8f7c56,../luxtrust_fake/2024-07-15T15:00:39.603005,0,0,19,1,1,44,0,0,51,9,8,5,162,0,11,245,10568432044873411582385177710971915232368819233087620982367393123201629332278,114514053616919605110616898755028612388446561310920572487041171417755226730345,53,1,1
24638f05-cad1-45c0-b282-88fee5c2ac16,../luxtrust_fake/2024-08-09T14:17:13.668957,0,0,10,1,1,98,0,0,38,-97,9,0,185,0,11,245,27143769777563367278685196757614170607856534849399273808135202051373547835544,114514053616919605110616898755028612388446561310920572487041171417755226730345,68,1,1
6ba41d99-91a8-4ed3-babc-45811d4e152d,../luxtrust_fake/2024-07-16T07:57:45.658628,0,3,20,1,0,0,0,0,38,-97,4,17,79,0,11,245,71514797228700051027957394867060294382763033276202450737055989339490906074543,114514053616919605110616898755028612388446561310920572487041171417755226730345,46,1,1
3d62dd21-ef80-4817-b9b9-5289c61c202b,../luxtrust_fake/2024-07-12T13:27:34.651115,0,0,21,0,0,0,0,0,54,-2,0,0,10,0,11,245,8634728490468755926787264912791246572214106298917977895652355985877512959221,114514053616919605110616898755028612388446561310920572487041171417755226730345,0,1,1
92310dc1-6073-4fd2-8057-1df2b610b229,../luxtrust_fake/2024-08-05T10:57:04.578779,0,0,22,1,0,0,0,0,38,-97,8,5,69,0,11,245,11439016209861372864059981829136358675670634509283724079560128514876168376113,114514053616919605110616898755028612388446561310920572487041171417755226730345,31,1,1
bbdf8a95-fcf7-4fac-93e7-832d5bba1448,../luxtrust_fake/2024-07-23T14:21:13.295441,0,6,19,1,0,0,0,0,60,100,8,5,69,0,11,245,11439016209861372864059981829136358675670634509283724079560128514876168376113,114514053616919605110616898755028612388446561310920572487041171417755226730345,31,1,1
ea1a3687-9a34-44b2-a685-417ea2a840b9,../luxtrust_fake/2024-07-23T10:44:33.712841,0,0,20,1,0,0,0,0,38,-97,6,10,86,0,11,245,32461408938777336698185002845810714889945208017171234848240637373638535406593,114514053616919605110616898755028612388446561310920572487041171417755226730345,46,1,1
27a4f03f-c6f2-4640-b006-9e541351a97b,../luxtrust_fake/2024-07-30T09:52:50.320721,0,0,26,1,1,44,0,0,51,9,11,7,172,108,28,0,94444423107221443395387863638245462901574754504249122622412657053587438048710,60403062073946997218011065378920626622595460512604731379825669633780421983566,53,1,1
cd5cb40b-5ee2-4511-91bf-1b47eaa9a5e1,../luxtrust_fake/2024-07-16T10:07:03.117673,0,1,24,0,0,0,0,0,54,-2,0,0,10,0,11,245,8634728490468755926787264912791246572214106298917977895652355985877512959221,114514053616919605110616898755028612388446561310920572487041171417755226730345,0,1,1
c3e7820f-2106-4917-a0ad-e302e1582775,../luxtrust_fake/2024-08-13T16:26:33.947436,0,1,18,1,0,0,0,0,38,-97,8,5,69,0,11,245,11439016209861372864059981829136358675670634509283724079560128514876168376113,114514053616919605110616898755028612388446561310920572487041171417755226730345,31,1,1
a8c4f801-05be-44e2-901f-7c9740281114,../luxtrust_fake/2024-08-27T17:58:07.316977,0,0,22,0,0,0,0,0,38,-97,0,1,16,0,11,245,14412583099472150267280854200895243416275961339091447243956186436320729394435,114514053616919605110616898755028612388446561310920572487041171417755226730345,0,1,1
5392c4a1-09f9-4299-b8da-99d9a99042d6,../luxtrust_fake/2024-07-29T13:20:37.574318,0,0,15,1,1,0,0,0,38,-97,4,0,46,0,0,145,16544630361420292007464033908194503818122027575647377993600497430075894446127,101332408538142941769710852520241290318302256001801702686476923216391290507741,10,1,1
4e478fd4-54fb-4dd0-9b7d-d2d852cbf4fa,../luxtrust_fake/2024-07-26T17:41:37.940886,0,1,21,0,0,0,0,0,54,-2,0,1,16,0,11,245,8680993408684201350245666535708687630306208647877035655046495616941832001224,114514053616919605110616898755028612388446561310920572487041171417755226730345,0,1,1
d1be7218-b016-41fb-8855-4292f87e18d7,../luxtrust_fake/2024-07-12T13:07:49.934011,0,0,11,1,1,44,0,0,38,-97,8,5,162,0,11,245,111697461637109328825241038691100789213874595675138057082968555985890904545836,114514053616919605110616898755028612388446561310920572487041171417755226730345,53,1,1
uuid,dir_path,typosquatting_list,3rd_party_hits,domain_length,name_presence,form_presence,number_links,number_empty_links,number_links_domain,latitude,longitude,red_value_screenshot,green_value_screenshot,blue_value_screenshot,red_value_favicon,green_value_favicon,blue_value_favicon,hash_screenshot,hash_favicon,similarius_sim,malicious,company_site
8b9653ba-ce4d-48ea-9072-e6b87ce59ce6,../luxtrust_legitimate/2024-08-21T14:27:38.645562,1,0,12,1,1,107,0,7,49.75,6.1667,11,8,39,0,11,245,103729607625360848208289660489535206358817336883053470267150635902709752716241,114514053616919605110616898755028612388446561310920572487041171417755226730345,47,0,1
74444183-79d9-4eb8-924d-be060ea3d35a,../luxtrust_legitimate/2024-08-21T14:27:16.229452,1,0,12,1,1,110,0,8,49.75,6.1667,29,12,90,0,11,245,3635813089069985860371339513119799057634817284996613136680055549226032863556,114514053616919605110616898755028612388446561310920572487041171417755226730345,68,0,1
6847b676-7492-4e2d-828b-f58d17ca329e,../luxtrust_legitimate/2024-08-21T14:27:29.045004,1,0,12,1,1,125,0,8,49.75,6.1667,9,5,49,0,11,245,53536853934196147009821062173394794202689218986643798878894871196394144867288,114514053616919605110616898755028612388446561310920572487041171417755226730345,72,0,1
db9fc1e0-460d-4d33-8b52-3f78dd6e1893,../luxtrust_legitimate/2024-08-21T14:27:48.934333,1,0,12,1,1,118,0,8,49.75,6.1667,1,10,56,0,11,245,40169228626921083068765303995335768712065418896987103913632942693689762908084,114514053616919605110616898755028612388446561310920572487041171417755226730345,63,0,1
f81eefbf-066a-4d42-a9bb-c79099e7fdd1,../luxtrust_legitimate/2024-08-21T14:27:25.715425,1,0,12,1,1,117,0,8,49.75,6.1667,7,12,58,0,11,245,36171010449739396915891997840191703691729481377909306972127897603330400475746,114514053616919605110616898755028612388446561310920572487041171417755226730345,63,0,1
08c77bac-1fea-406c-823d-a85d341063c6,../luxtrust_legitimate/2024-08-21T14:27:42.268545,1,0,12,1,1,122,0,8,49.75,6.1667,10,5,51,0,11,245,69892467126636923940791963686369470142218722603548558130808223215721016092692,114514053616919605110616898755028612388446561310920572487041171417755226730345,74,0,1
c4f8019a-693f-4a2f-843a-57013c5460f1,../luxtrust_legitimate/2024-08-21T14:27:30.636584,1,0,12,1,1,109,0,8,49.75,6.1667,34,17,92,0,11,245,20970501374701260032808303355565093259295923410209591684342860012280232892882,114514053616919605110616898755028612388446561310920572487041171417755226730345,77,0,1
37431fb2-3136-4c6b-8d13-986308122474,../luxtrust_legitimate/2024-08-21T14:27:06.013002,0,0,16,1,1,119,0,6,49.75,6.1667,16,7,58,0,11,245,71764950753543507804285021734967400752296302533723264751528277134024969179397,114514053616919605110616898755028612388446561310920572487041171417755226730345,77,0,1
094bc048-8d92-4f3c-b7fe-1538ee89d296,../luxtrust_legitimate/2024-08-21T14:27:04.493046,0,0,16,1,1,112,0,6,49.75,6.1667,20,13,68,0,11,245,72760239936922303442622552378553622536580724804431496664251633434344860284466,114514053616919605110616898755028612388446561310920572487041171417755226730345,89,0,1
a5fa5ed0-0f63-4059-bc65-81fd5d93b33c,../luxtrust_legitimate/2024-08-21T14:27:37.181774,1,0,12,1,1,118,0,8,49.75,6.1667,10,8,81,0,11,245,13470533774722106182758866635152289709527992723889594332049806865241542515710,114514053616919605110616898755028612388446561310920572487041171417755226730345,63,0,1
8050c115-ec62-4b7e-a87d-c2234b091b6a,../luxtrust_legitimate/2024-08-21T14:27:27.469320,1,0,12,1,1,119,0,8,49.75,6.1667,4,11,68,0,11,245,108810267178149649942683878336293305173510165198238221850988064370998653984967,114514053616919605110616898755028612388446561310920572487041171417755226730345,62,0,1
4ef71d6e-d292-466a-971b-836bbbca424d,../luxtrust_legitimate/2024-08-21T14:27:56.212299,1,0,12,1,1,115,0,7,49.75,6.1667,18,11,133,0,11,245,70845215679377889883115521749439064127351563287397895753912141723608771272100,114514053616919605110616898755028612388446561310920572487041171417755226730345,66,0,1
450b9739-24a4-4d53-b150-33e0e31dadec,../luxtrust_legitimate/2024-08-21T14:27:41.587859,1,0,12,1,1,109,0,8,49.75,6.1667,32,17,94,0,11,245,89589724344016792823555590755065548159025513334823999491719251169274818632606,114514053616919605110616898755028612388446561310920572487041171417755226730345,73,0,1
9cc8cec5-965c-458b-a2d0-b694dfbd485f,../luxtrust_legitimate/2024-08-21T14:27:19.492896,1,0,12,1,1,110,0,8,49.75,6.1667,19,12,72,0,11,245,115324672638561628378331763182749797202083360890243855852342785854555295379998,114514053616919605110616898755028612388446561310920572487041171417755226730345,82,0,1
334345c2-0cfc-4fe5-9467-386ba1093f14,../luxtrust_legitimate/2024-08-21T14:27:20.196721,1,0,12,1,1,118,0,8,49.75,6.1667,2,6,68,0,11,245,77910498974432905975322083051160629672178595740696851865889516444894898343080,114514053616919605110616898755028612388446561310920572487041171417755226730345,64,0,1
746979b7-2c32-476f-8fa3-add2d004f992,../luxtrust_legitimate/2024-08-21T14:27:28.374006,1,0,12,1,1,109,0,8,49.75,6.1667,35,19,96,0,11,245,8228046801709591928254566016681706529764698828363076700129196354515178849302,114514053616919605110616898755028612388446561310920572487041171417755226730345,72,0,1
411dca56-ac3d-4b4a-9e52-2c461ce6e7cd,../luxtrust_legitimate/2024-08-21T14:27:03.130050,0,0,16,1,1,110,0,6,49.75,6.1667,15,12,78,0,11,245,82559706964795557695458683938074486851602297569065719709881530371895532919119,114514053616919605110616898755028612388446561310920572487041171417755226730345,89,0,1
a1a9c133-939f-4395-b4b1-58de69724c4a,../luxtrust_legitimate/2024-08-21T14:27:51.631589,0,0,16,1,1,116,0,6,49.75,6.1667,14,7,57,0,11,245,46094042389296636584007227964346340618559719812734966143459016040927591924821,114514053616919605110616898755028612388446561310920572487041171417755226730345,68,0,1
0f5187bb-1a05-4f65-81c5-f7e557b58e99,../luxtrust_legitimate/2024-08-21T14:27:03.772787,1,0,12,1,1,114,0,7,49.75,6.1667,14,5,41,0,11,245,57445119555314420349413606888033110006874674459992128567154921486928789108686,114514053616919605110616898755028612388446561310920572487041171417755226730345,69,0,1
8b2c3b73-0396-4c1e-a69e-c62925a4ea17,../luxtrust_legitimate/2024-08-21T14:27:26.583540,0,0,16,1,1,128,0,6,49.75,6.1667,6,6,65,0,11,245,66426175395313989903504410710866500096779944097367024763899517364697404593485,114514053616919605110616898755028612388446561310920572487041171417755226730345,59,0,1
ee028001-bd9f-4e63-a05e-af365735e636,../luxtrust_legitimate/2024-08-26T13:45:53.974198,0,0,16,1,1,108,0,5,49.75,6.1667,5,13,82,0,11,245,26121901734294007824749202975462108253017842155912489687736146562712673512789,114514053616919605110616898755028612388446561310920572487041171417755226730345,100,0,1
d6b275b4-23cb-4265-8dbf-83e1843a4826,../luxtrust_legitimate/2024-08-21T14:27:29.863376,1,0,12,1,1,109,0,8,49.75,6.1667,17,12,50,0,11,245,54427324555835832995629591737161702139117238228512744542540044396253266705825,114514053616919605110616898755028612388446561310920572487041171417755226730345,65,0,1
8b5c6bdc-7a83-4d37-877d-c4ff7401ed45,../luxtrust_legitimate/2024-08-21T14:27:08.901058,1,0,12,1,1,109,0,8,49.75,6.1667,4,7,36,0,11,245,71284585803604446875249192899184578007482510835098309042832417559428962449281,114514053616919605110616898755028612388446561310920572487041171417755226730345,62,0,1
4a431145-d1c3-49db-82db-d8aafb4e65e8,../luxtrust_legitimate/2024-08-21T14:27:22.937384,1,0,12,1,1,117,0,8,49.75,6.1667,1,8,61,0,11,245,93494327970728381972630367146764591008471650039458219295702114574183165791180,114514053616919605110616898755028612388446561310920572487041171417755226730345,60,0,1
50c5c4db-6b13-4ae6-a2b1-ba426253ac01,../luxtrust_legitimate/2024-08-21T14:27:35.840879,1,0,12,1,1,115,0,8,49.75,6.1667,5,9,54,0,11,245,29164672767969274285149189483238539848025266951169065269599300129610829226181,114514053616919605110616898755028612388446561310920572487041171417755226730345,62,0,1
a5d08cd3-20ca-456d-bf9b-1fca4ea43771,../luxtrust_legitimate/2024-08-21T14:27:31.318443,1,0,12,1,1,123,0,8,49.75,6.1667,18,9,153,0,11,245,38259597334377379605443993592036213913649405634275322816665549154336100791041,114514053616919605110616898755028612388446561310920572487041171417755226730345,67,0,1
03448335-ab69-40a1-9a4d-4ce762808aec,../luxtrust_legitimate/2024-08-21T14:27:05.217040,1,0,12,1,1,114,0,9,49.75,6.1667,7,10,113,0,11,245,69347913849469740335169948206645781792931584507376809575245052161881657451160,114514053616919605110616898755028612388446561310920572487041171417755226730345,6,0,1
d7d10928-bfeb-4b9a-b6cd-9abcd91d8253,../luxtrust_legitimate/2024-08-21T14:27:16.817275,0,0,16,1,1,112,0,6,49.75,6.1667,8,7,64,0,11,245,59616044604587520596049473713752504025784286517727392305098086933828157524219,114514053616919605110616898755028612388446561310920572487041171417755226730345,90,0,1
60c28923-d4ba-4276-9899-f4e6ee283852,../luxtrust_legitimate/2024-08-21T14:27:11.840548,1,0,12,1,1,115,0,8,49.75,6.1667,20,12,74,0,11,245,34595472643089053746693207178129672659357739391852747104481046958457473179407,114514053616919605110616898755028612388446561310920572487041171417755226730345,57,0,1
2ab13a0b-50fe-43c1-bf76-67707fac4753,../luxtrust_legitimate/2024-08-21T14:27:54.415022,1,0,12,1,1,115,0,7,49.75,6.1667,6,8,71,0,11,245,99910012551690297215878998700615727442681168964458703144956101037263325395254,114514053616919605110616898755028612388446561310920572487041171417755226730345,56,0,1
e8a009c5-3176-45a7-9258-70503ef8ce8d,../luxtrust_legitimate/2024-08-21T14:27:20.920331,1,0,12,1,1,111,0,8,49.75,6.1667,33,15,81,0,11,245,77717788256812949803057684734271618205340359774410011411843944239954060240356,114514053616919605110616898755028612388446561310920572487041171417755226730345,73,0,1
15a3461d-0d53-4720-a39c-033a3c0f2a06,../luxtrust_legitimate/2024-08-21T14:27:36.519715,1,0,12,1,1,110,0,8,49.75,6.1667,22,9,63,0,11,245,106475466714517785723521087728071005662413685836383237306811325507546099067856,114514053616919605110616898755028612388446561310920572487041171417755226730345,86,0,1
954b03fd-d045-49e6-81c1-c48052878585,../luxtrust_legitimate/2024-08-21T14:27:13.054153,1,0,12,1,1,260,0,11,49.75,6.1667,23,11,68,0,11,245,109916512891761274240183492582697256258983205801678307235182354122912032133351,114514053616919605110616898755028612388446561310920572487041171417755226730345,22,0,1
53c0497f-3bf1-4c9d-a192-7fe00337e19c,../luxtrust_legitimate/2024-08-21T14:27:40.197944,1,0,12,1,1,136,0,8,49.75,6.1667,17,10,49,0,11,245,50448782294132619621800542185874545102488375678909070510780930999856603614134,114514053616919605110616898755028612388446561310920572487041171417755226730345,13,0,1
a6359629-ff58-4844-a5ea-90ab77afa658,../luxtrust_legitimate/2024-08-21T14:27:14.980045,1,0,12,1,1,107,0,6,49.75,6.1667,14,7,60,0,11,245,28863746542709259384453142909228515696584974106077150423927830992441426346774,114514053616919605110616898755028612388446561310920572487041171417755226730345,67,0,1
1e74fc63-4d5e-428f-9551-c99747c62411,../luxtrust_legitimate/2024-08-21T14:27:14.406642,0,0,16,1,1,110,0,6,49.75,6.1667,20,8,65,0,11,245,24730727588646374522686255476841385270110073624728933025161082408079475516098,114514053616919605110616898755028612388446561310920572487041171417755226730345,91,0,1
7791272a-2487-4c62-b1d7-c21d591352df,../luxtrust_legitimate/2024-08-21T14:27:35.145584,0,0,16,1,1,117,0,6,49.75,6.1667,30,7,94,0,11,245,100481264550545138094407920237721071936069236388484184821942233337244614599098,114514053616919605110616898755028612388446561310920572487041171417755226730345,54,0,1
a4ee33b5-4ce9-4670-b6e7-aec31deb3bd1,../luxtrust_legitimate/2024-08-21T14:27:37.995629,1,0,12,1,1,117,0,7,49.75,6.1667,15,9,40,0,11,245,53393451636729934202871409087314423215194522351001883858305474292353214837488,114514053616919605110616898755028612388446561310920572487041171417755226730345,68,0,1
7c3a0b4f-f543-426f-b2b2-180bc73005bb,../luxtrust_legitimate/2024-08-21T14:27:46.215023,1,0,12,1,1,119,0,8,49.75,6.1667,3,7,65,0,11,245,88173574621147998792267110662335361713093162299547665877145502760507126219136,114514053616919605110616898755028612388446561310920572487041171417755226730345,62,0,1
3be1aa48-9d47-49aa-a1d0-57546ac252d4,../luxtrust_legitimate/2024-08-21T14:27:17.425862,0,0,16,1,1,137,0,6,49.75,6.1667,32,19,97,0,11,245,68245330530367173504311683302035476840439031884325304091390690770003943090552,114514053616919605110616898755028612388446561310920572487041171417755226730345,48,0,1
8ada7ac4-fdbc-45b6-9532-f596e7256cbc,../luxtrust_legitimate/2024-08-21T14:27:39.405985,0,0,16,1,1,117,0,6,49.75,6.1667,7,6,39,0,11,245,5641638407795577803982004458436809314520101662040082681623135787234746479396,114514053616919605110616898755028612388446561310920572487041171417755226730345,43,0,1
a5faadbb-6506-4a26-b627-2fe965c2cbbd,../luxtrust_legitimate/2024-08-21T14:27:50.638063,1,0,12,1,1,118,0,10,49.75,6.1667,5,9,105,0,11,245,40912230542345898614462064600297595204973966471753117239472186916790560607322,114514053616919605110616898755028612388446561310920572487041171417755226730345,13,0,1
52d6da65-76fa-4588-a63c-d177ecacd226,../luxtrust_legitimate/2024-08-21T14:27:57.164637,1,0,12,1,1,114,0,6,49.75,6.1667,0,8,62,0,11,245,92272354757006404681031045415403840052915696973137980604979264379849228276299,114514053616919605110616898755028612388446561310920572487041171417755226730345,58,0,1
76a34c12-4203-45d2-8f73-76cc6afe54a3,../luxtrust_legitimate/2024-08-21T14:27:10.489416,1,0,12,1,1,123,0,8,49.75,6.1667,4,9,42,0,11,245,61196266028576735756411802971697004193111610681513890512091728220478748665406,114514053616919605110616898755028612388446561310920572487041171417755226730345,55,0,1
7e1d9bfc-7a63-4011-bcb6-de178ad627ed,../luxtrust_legitimate/2024-08-21T14:27:15.632926,1,0,12,1,1,115,0,8,49.75,6.1667,21,15,74,0,11,245,59608256552979689466055768247136619746708857153012597401169838438196786601974,114514053616919605110616898755028612388446561310920572487041171417755226730345,30,0,1
31d36817-d9a2-4a6d-9f94-983dfc64f9d3,../luxtrust_legitimate/2024-08-21T14:27:24.311104,1,0,12,1,1,118,0,8,49.75,6.1667,2,9,60,0,11,245,45601386833893640383032608763906726222849961205371034312915202981770417692710,114514053616919605110616898755028612388446561310920572487041171417755226730345,63,0,1
61029889-b4dc-4777-a02e-7a994a3b0cda,../luxtrust_legitimate/2024-08-21T14:27:32.956857,1,0,12,1,1,110,0,8,49.75,6.1667,9,12,71,0,11,245,68013936746412072516781555776581380294356461581476218196993779666873984252603,114514053616919605110616898755028612388446561310920572487041171417755226730345,83,0,1
52dcf22d-6175-47bd-91a0-f75bd0386db2,../luxtrust_legitimate/2024-08-21T14:27:40.908285,1,0,12,1,1,103,0,5,49.75,6.1667,16,9,52,0,11,245,113035929333755600717450721921892393350904204505287584173227722253386631686586,114514053616919605110616898755028612388446561310920572487041171417755226730345,50,0,1
5e5c5e6b-9346-4b9e-bb1b-95cc41eb2461,../luxtrust_legitimate/2024-08-21T14:27:22.268895,1,0,12,1,1,113,0,8,49.75,6.1667,29,11,85,0,11,245,34310187632226862763809188227660099177746783688394310145359395951540320449629,114514053616919605110616898755028612388446561310920572487041171417755226730345,74,0,1
2f9a8a1e-dd53-4a67-bc00-a8f0686b333a,../luxtrust_legitimate/2024-08-21T14:27:25.001100,1,0,12,1,1,109,0,8,49.75,6.1667,33,15,97,0,11,245,112503628232589325626880284403021094148416640566792081821741906961634333713384,114514053616919605110616898755028612388446561310920572487041171417755226730345,75,0,1
720abd17-d16e-4b43-afa0-b4aee2099afc,../luxtrust_legitimate/2024-08-21T14:27:46.971101,1,0,12,1,1,119,0,8,49.75,6.1667,5,7,65,0,11,245,103804741939584011689107009690009421109652083106662777125086854261272653641045,114514053616919605110616898755028612388446561310920572487041171417755226730345,63,0,1
e7dd0568-e848-44f5-a638-1b0be6a779b7,../luxtrust_legitimate/2024-08-21T14:27:34.503213,0,0,16,1,1,112,0,6,49.75,6.1667,17,10,77,0,11,245,82165643770952127937143123459514540522104673446115355247804179083900680179734,114514053616919605110616898755028612388446561310920572487041171417755226730345,82,0,1
7c4650f4-fde3-401b-812a-0eaad72bd05a,../luxtrust_legitimate/2024-08-21T14:27:45.380682,1,0,12,1,1,110,0,8,49.75,6.1667,25,14,73,0,11,245,7513156700926517127056211855259115519552321451514506831993498684099096900954,114514053616919605110616898755028612388446561310920572487041171417755226730345,58,0,1
809c1381-82ff-4929-b332-2d56d0b72353,../luxtrust_legitimate/2024-08-21T14:27:09.710214,1,0,12,1,1,124,0,8,49.75,6.1667,1,8,60,0,11,245,23312577430239261068465810468964524954546341517890372230981422458455862708913,114514053616919605110616898755028612388446561310920572487041171417755226730345,67,0,1
9d71443e-1d1c-41d2-a0f9-3776e9752e97,../luxtrust_legitimate/2024-08-21T14:27:08.148504,1,0,12,1,1,118,0,8,49.75,6.1667,8,6,63,0,11,245,5682699496907961673706722542102859327223140355430708820354937590901665965448,114514053616919605110616898755028612388446561310920572487041171417755226730345,66,0,1
eadf22ff-30a1-4900-a629-1d6ff4c52608,../luxtrust_legitimate/2024-08-21T14:27:43.062348,1,0,12,1,1,124,0,8,49.75,6.1667,9,7,47,0,11,245,65153224296396939945012133931613856526521220852832961621230458725400162455221,114514053616919605110616898755028612388446561310920572487041171417755226730345,71,0,1
dbdc1c3c-8106-43a1-9762-11c67736255e,../luxtrust_legitimate/2024-08-21T14:27:55.277961,1,0,12,1,1,118,0,8,49.75,6.1667,7,5,53,0,11,245,79592178520368797163473970306103264583159202709200823687949243400611265065851,114514053616919605110616898755028612388446561310920572487041171417755226730345,52,0,1
2460c593-f88a-4cf9-804d-c084ee659c4b,../luxtrust_legitimate/2024-08-21T14:27:13.701205,1,0,12,1,1,116,0,9,49.75,6.1667,11,9,109,0,11,245,78871850315351793221754552135025264038722493278071691342288412902203388919569,114514053616919605110616898755028612388446561310920572487041171417755226730345,8,0,1
6ffe32be-3442-465e-bcc7-3d7261102372,../luxtrust_legitimate/2024-08-21T14:27:11.176875,1,0,12,1,1,126,0,8,49.75,6.1667,16,10,109,0,11,245,37648254747460561259631610974289419863997145754571104657358843647408927180232,114514053616919605110616898755028612388446561310920572487041171417755226730345,73,0,1
e71bb0c2-f075-48e7-8861-51a497f68f52,../luxtrust_legitimate/2024-08-21T14:27:43.840427,0,0,16,1,1,119,0,6,49.75,6.1667,4,10,69,0,11,245,31545714730435783617773401618331282490070296568447099977779918874974493058006,114514053616919605110616898755028612388446561310920572487041171417755226730345,64,0,1
b03e9a98-a94a-4473-bf82-424a8fa40041,../luxtrust_legitimate/2024-08-21T14:27:00.906238,0,0,16,1,1,118,0,3,49.75,6.1667,4,5,106,0,11,245,57636139606689087265870313587539111757787974284764121586938903870111116960856,114514053616919605110616898755028612388446561310920572487041171417755226730345,73,0,1
db7896db-2933-454a-95da-c74c6e38c7c3,../luxtrust_legitimate/2024-08-21T14:27:44.595761,1,0,12,1,1,120,0,8,49.75,6.1667,14,11,163,0,11,245,28489887453009011900416433614120334740078304348076921846906447175345058772021,114514053616919605110616898755028612388446561310920572487041171417755226730345,69,0,1
36d8eed4-d7ad-4a78-be4f-16b4307adeb3,../luxtrust_legitimate/2024-08-21T14:27:23.643735,0,0,16,1,1,110,0,6,49.75,6.1667,6,11,56,0,11,245,41072737177954476189840076380902249290775993452804012585299209668289573752487,114514053616919605110616898755028612388446561310920572487041171417755226730345,99,0,1
a81f69f6-8268-49fb-85dd-511b800e7755,../luxtrust_legitimate/2024-08-21T14:27:49.765382,1,0,12,1,1,110,0,8,49.75,6.1667,11,5,32,0,11,245,4655040059702512553281477775166272641099267136730308814694606521901950797736,114514053616919605110616898755028612388446561310920572487041171417755226730345,71,0,1
9c811a1e-f72d-4e26-b53b-1717a83c5822,../luxtrust_legitimate/2024-08-21T14:27:53.062250,1,0,12,1,1,126,0,8,49.75,6.1667,0,7,131,0,11,245,101813682552055075575902622196288040199114461936084862044798422506230138134867,114514053616919605110616898755028612388446561310920572487041171417755226730345,66,0,1
9b9885c5-17c1-4b04-bcd0-3cafbfe21d5b,../luxtrust_legitimate/2024-08-21T14:27:21.611945,1,0,12,1,1,117,0,8,49.75,6.1667,3,5,55,0,11,245,65829944519115289420064896503061144810080096926283621052638802832742690999020,114514053616919605110616898755028612388446561310920572487041171417755226730345,65,0,1
6973ceaa-e878-4634-9ac7-3b6d7e237980,../luxtrust_legitimate/2024-08-21T14:27:32.100945,1,0,12,1,1,112,0,8,49.75,6.1667,22,9,72,0,11,245,63685751236988055709832513656687265029244587011709957189482215886037377581871,114514053616919605110616898755028612388446561310920572487041171417755226730345,80,0,1
c6ac207c-76f0-46f5-a9cd-77c2e1dbc8cd,../luxtrust_legitimate/2024-08-21T14:27:12.476853,0,0,16,1,1,157,0,6,49.75,6.1667,13,11,143,0,11,245,110392511840977306798550615250619877824237374628417164825968879355045246780992,114514053616919605110616898755028612388446561310920572487041171417755226730345,73,0,1
75313caa-63d3-4eac-9564-950add9d0f92,../other/2024-08-27T12:36:20.203907,0,0,8,0,1,14,2,2,52.5,5.75,127,4,30,220,0,0,94867743207711433612560301817153347280315663860901873861921570759081046786691,50886432679762390124768892228431776328168191666122241926288126539151788834975,2,2,0
0b137c10-cd60-4e24-ba27-f44551711d9d,../other/2024-08-27T12:35:33.410695,0,0,17,0,0,1,0,0,38,-97,23,0,6,0,0,0,20932752386326277926108760524973773282887676252161846837002055350408517275142,0,1,2,0
2ead4525-787d-4610-af7f-f2d2f43d5dba,../other/2024-08-27T12:35:25.522780,0,0,15,0,1,151,19,86,38,-97,95,13,62,3,0,22,78189382654505565794717233689771573079288479686963024526818455133483206434095,51463936681243197585734479543277432909734540094420265831186653141959834051846,3,2,0
bb94cedb-00ff-4519-a7fd-5905a4a8e7b4,../other/2024-08-27T13:53:34.380642,0,0,14,0,1,130,0,63,51,9,139,15,33,64,32,32,64019657870849490047558788600278122316247718119659316875172644091921078430542,46405049845191860653098146053603088950804104506531396424083668968754173478438,1,2,0
f523ab7d-d052-46ce-801c-98a708c4a623,../other/2024-08-27T12:29:30.022539,0,0,6,0,1,61,0,31,25,45,0,20,220,0,0,101,5380888148353994347655404550533893148858584814264222161386660085088326088924,96882466608515734197493458189685400125197134917420911643690321770366159106859,0,2,0
dc9fd7e5-a15b-4894-9de6-a1f25a272cb9,../other/2024-08-27T12:35:26.595554,0,0,9,0,0,96,3,10,51,9,162,22,19,0,0,0,21967570571370452934511419430911528164374732297708600566446209477169360173177,33790663880831685076357105489702679441477750012284424064567205709333940296093,2,2,0
05a200c2-e2db-43d7-8953-fd9308d418b6,../other/2024-08-27T12:32:01.927619,0,0,14,0,1,85,7,87,32,53,67,134,30,76,174,0,78180755194903708376557545734704923725838628331865088388128063741271841410519,106351682347867079590595262585758288111661166160864641151063231642719020658144,0,2,0
5c427b0c-be47-4715-afaf-aed0d4375d70,../other/2024-08-27T12:31:35.927917,0,0,13,0,0,108,0,9,38,-97,71,34,32,0,0,0,31375646116452058935744897404356334022513329597842102245669599769938150262939,0,0,2,0
efde8cf5-23a8-4158-9290-ba45f6238b97,../other/2024-08-27T12:36:53.971142,0,0,15,0,0,2,0,17,38,-97,92,32,29,189,0,0,40336453132687652132229617042671028193346294305203465189019686920939967268736,65546434575865462622743647376823396971007487392651804126839904745669418418715,1,2,0
b638e73f-31b2-4c0b-bc29-7fc116ddeb5e,../other/2024-08-27T12:37:58.655129,0,0,21,0,0,24,1,0,37,127.5,17,47,111,0,0,0,110653202180189033383756895324532228955930000626549566684035285094603999538455,0,0,2,0
